Author,Rating,Review_Title,Review
MelG,5,Great tablet for kids,I like this tablet for kids because it's easy for them to use and also allows for parental controls to help keep them safe. Great value too.
Damacanic,5,My son loves it,Great for kids with parental features or they would download apps likes crazy
RAHPHONE,5,GOOD TABLET,HAVENT HAD ANY PROBLEMS WITH IT. GREAT TABLET . !!
Kali4,5,Little Giant,I purchased three of these Tablets for gifts for three young children. Should have bought one for myself. Grafics are more than I could have imagined.Great for learning and playing games!!
DallasFan,5,Perfect handheld tablet,Very easy to use. Great multiple uses for such a low price. I truly enjoy this and I use each day more than my desktop computer.
Sarah,5,Love this!,This is so affordable and we use it everyday! Our kids use it to watch kid videos on prime and kid apps. We bought a super tough case for it and it has lasted a long time.
Herbar,4,Decent tablet for the price,I enjoy this tablet. Since I am an Amazon customer it was fairly easy to set up once I entered my amazon ID.
Hambone,5,Great product!,Bought for one of my granddaughters. It was easy for me to get setup and off she went. Kids are too smart these days.
dlbrown,5,Great product,It's been prefect for my daughter to use for Netflix!
chemstar,5,Small but powerful tablet,This small tablet packs a lot of power. I can use it for many tasks including checking email and paying bills.
rghpatriot,5,great for seniors!,not only s it a great product but the sales staff especially mike Whitt tremendously patient and skilled in showing me the basics of the device!
Alpha,5,great,"We had one before and it was stolen so we got another and loving it as always, great thing to have on the go or when you don't want a bunch of books all over"
Jayg,5,Excellant,I love all of my Amazon products and this one is no different. Great quality and clear pictures
Melody2021,5,Good basic tablet,We purchased this for our son (9) and it works great for him.
Senga,5,Great little tablet,Got this for my granddaughter after her other one was dropped and cracked. She loves that she can watch all her YouTube videos on it!
SF61,2,Dead within the week.,I purchased this for my mother in law. She is getting old and wanted something she could see.The font size was never quite right for her and she was often confused by all the attempts this device makes to sell you something. It really wasn't a good fit for her.The device died approximately 1 week after purchase. We returned it for a refund.
Alicia,5,Awesome,Purchases as a gift for my niece in the Caribbean. As soon as I gave it to them they hooked it up ti the wifi and was ready to go. They enjoyed every minute of it
Alfredo,4,Great for cheap tablet,Great for kids inexpensive wouldn't mind buying again
ChuckCar,4,Tab for my 4y.o. Son,Loved the amazon fire tablet. I bought it as a Christmas present for my 4yo. I bought a case too because as you know kids tend do drop things... this tab was awesome because it linked up with my amazon account and I had control on what my child was viewing. I liked that the price was great and the product is durable. My son thinks it's awesome.
FLRealtor26,4,My tech-unsavvy husband likes it. Me... meh.,"My family has been enjoying Amazon stuff more lately, and the Kindle Fire Tablet is no exception! I haven't spent enough time on it to get what I need as efficiently as I can on my Samsung Galaxy tab 10.1, but my husband prefers it to his Galaxy tab 8 (currently in use by our 10-yr-old son). Remotes are too complicated sometimes... our family joke anyway... but he'll sit down and browse the Amazon content, get all the car stuff he enjoys reading, and I haven't heard a complaint or call for help. I haven't even heard any annoyed-caveman sounds! I like that the input for the charger is at the top of the tablet. May sound trivial, but my main complaint with both Galaxy tabs is that the inputs are on the bottom, so they can't sit upright for use while being charged (bottom-portrait for the tab 8 and bottom-landscape for the tab 10.1 - either way, it hinders function). Functionality during charging isn't disturbed with the Fire tablet. When I'm ready for a new tablet, I'll probably get the Galaxy Pro because it seems friendlier for bloggers, writers, etc. but the Kindle works if you're not looking for something too complicated. Price-point is great too."
deee,5,great little device to take on trips,You can keep watching your movie on the go if you have to leave the house.
Rich,4,For the Money you cant beat it,Watch amazon prime and netflix on it for cheap. What else do you need from a tablet that costs under $50.
FrankT,1,Lasted 120 days...30 past warranty,"Died after 120 days....30 days out of warranty. Some no name brand lasted us 3 years before this one. Figured we would get a ""name brand"" thinking that it will last longer. I won't be purchasing Kindle/Amazon products anymore."
LostinVA,5,Great gift for your Dad,Wanted to give my father another way to read his books or play his games without lugging around his laptop. He hasn't put it down since he was given it for Christmas. Easy to use and has a lot of options available for apps.
ladylove,5,great price,Great table. In fact t am typing this review with it now
acadapter,5,"Amazon 7"" Fire Review",Good size for my toddler and resolution is very good.
Joncman,5,Great for the basics,"This is a great starter tablet. Does all the basic things and is only $50. Not gonna find a better one for this price. In this price range your not gonna find a faster one. Get an SD card and you can put stuff on the card eliminating the one weak point of the tablet, only 8 gig of memory."
DT82,4,Good tablet,It's a little slow on some things but otherwise I really like the tablet.
Dawn44,5,Love it!,"Bought this to use to read my textbook on trips when I didn't want to carry my laptop. Fits what I needed perfectly. Lightweight, and the battery is lasting a long time. Easy to set up."
HappyCamper,5,Very Happy,Extremely sturdy construction. This is a great tablet and very durable. It can take a fall and keep working as if nothing happened. I would recommend this for someone who has a special needs child. I would definitely buy another one.
Bwilliams,5,Great tv for 9 year old,My son loves it he downloads games and music... he watches movies on it he loves it.
SDAlice,5,Love it!,"It's easy to use and so much fun! I like that its small, portable and has so much I can do!"
Dotti274,5,Great Tablet for kids,My daughter loves it! She spends hours upon hours on it!
Duel33,4,Awesome gift for the kids,I bought 6 of these for christmas for my nieces and nephews. Best gift for the price. they love them for the online and app games.
Customer,3,Messes up quickly,"The product is good for children. The downside is, the tablet's charging port will get loose and not function anymore within the first month of use. If you plan on giving this to a child, make sure you take care of charging it for them, dont let them do it on their own, or they will most likely mess up the port even quicker as they are a bit careless."
Kyungw83,5,Inexpensive tablet,Kids loved it would buy again good storage works well
Kabuki07,4,Great device,It's a great tablet for my nine year old. She does her homework on it.
Sparky,4,not sure of all of its functions,I only had a chance to download one movie and I was impressed with clarity of pic
Sofrito,5,Great tablet for kids,Grabbed this tablet for my daughter for her birthday she loves it
Papabear,5,Great for the price,I love this!! Wish it had more Apps. But great for the price.
Autism,4,Perfect for our autistic grandson perfect,Perfect item for our autistic grandson. He absolutely loves it.
Rob625,4,Adequate Tablet For My Use,"Purchased this tablet to use as a control panel for Action Tiles.It is a decent tablet for its really low price. Side loaded Google Play store and utilizing Kiosk Browser, I have Action Tiles displaying my Home status as to security, controls and Sonos speakers.Would recommend this tablet for this use and anyone wanting a bare bones tablet."
rlmcghee,4,Great value for price,Great value for price. Can add a 64gb card for almost unlimited storeage. Can download video & audio to play offline.
Vet1,5,Great for the little ones,I Brought this item for grandsons. They love them.
Margie,4,Great for my baby,My daughter loves it. She's a little rough with and throws it sometimes but it's still good. I did have a soft case on it though.
Shelly,4,Great for learning kids,Bought this for my son for Learning and fun we take it everywhere with us works great
Zoemama,5,Love it,I love this tablet so much that I bought 7 of then for my family so they can have there
CC1982,4,Great tablet for the price,"You aren't going to find a better tablet for this price. Loading non-amazon apps can be a pain and the OS is not the best, but it's great for games and reading."
Dun1988,4,Great tablet,Bought this tablet for my 7 year old. It doesn't have the best amount of memory but it does have a spot for a mini SD card. It's pretty durable and easy to use.
chrich,3,good for the money but Silk is terrible,Silk is painfully slow and doesn't work on many websites. Had to install Mozilla to use bestbuy.com ironically. I can't put in orders with Silk (the default Fire browser). If using Silk make sure to disable the caching to Amazons servers. With caching on the browser is almost unusable.Ads are really annoying (only come on when you first turn it on) but I don't even really notice what they are. Usually things I'd never purchase like makeup (I'm a guy) or other junk. These make decent devices for the kids for playing games on too. This is not a quality device like a Galaxy Tab but for the price its good enough because you know they're going to break it at some point.
Jeff,5,Great pad for kids!,"I purchased this pad for my boys. It is an excellent pad for a great price. They use it for all the popular apps, along with their favorite games. Sound, picture, and the touch screen are all great. I couldn't be happier with my choice. If your looking for a great pad at a great price, look no further, this is the pad!"
bestdanny,5,Amazon Tablet,i was very impressed with my Amazon Fire 7 Tablet - very good!!!!
GiGi,5,first tablet for my grandson,"He loves it, I love it. It was the perfect birthday gift for him. He has lots of games to play,and its perfect for my reading."
Leigh,4,Good basic tablet,"I purchased this tablet as a gift for my mother. It doesn't have the drills of some other tablets, but it meets the basic needs she was looking for."
julie,5,Great device,Love the Kindle. Easy to travel with and can be used as a tablet or reader.
Taja,5,For my niece,Does everything we expected! Great for the price. Had it over a month now and no problems. I'd recommend it!
Upstart27,3,Disposable tablet,"Disposable tablet, almost like a burner phone. Works ok, but need SD card, very little space."
Billy,5,Great tablet for a beginner,Purchased for my 5 year old son and he loves it to
Rico,5,Great tablet,My son's love these things. Great price and works for me.
Deec,5,Excellent Tablet,I love the Tablet. It was for a gift but I have purchased a few of them..
Vrob,5,Great Device,"You really can't get much better bang for your buck! Great Device, a must have"
Nttr,5,Outstanding,"Easy to use, light, sturdy. Purchased case on ebay. Great price. Wish it would work with chromecast. Sketchy Fios updates but resolved."
mins,5,Easy Tablet,Easy to use for kids and elders. Very Basic functions.
football5403,3,Ads,Should of did a little more research. Do not like the ads on the start screen.
Iggysoup,5,Totally worth it,Works perfect and the price is right for my needs.
3gr8kidz,5,My kids love it!!!,I bought both of my young boys one tablet each. They absolutely love their tablets and very easy to use. Rarely do I hear arguing while they play their games whether it be letters and numbers or racing.
agee19,5,Who needs one million apps?,"For the price you cannot beat the deal on a tablet. Crystal clear picture and very fast. OK, so the wide variety of apps available on an apple or Android are not here. But most major apps are, and if the app is not available just go to their website. A simple fix."
pamt,5,Great Tablet,I am so glad i got this tablet i can take it with me anywhere and use anytime
Somebody,3,Mobile easy,"2nd kindle liked the first one better space bar located to close to change menu icons download is slow and have great internet service, device freezes up a lot and have to shut down and reboot, must close out any open tab to open a new one one happy with this model"
tinytuxedo,4,works like expected,It works like expected. The photos are not as good as my cell phone but ok enough for the price
BillyV,2,Good tablet for children.,Quality of screen display is lacking and the reason I returned the tablet. For adult users I cannot recommend.
Tbag,5,Awesome for kids or basic needs,"Durable and inexpensive. Just bought two to replace my kids' fires that were over 4 and 2 years old, respectively."
Pharrah,5,Recommended,Perfect tablet for my son. No complaints. Super fast shipping!
Kc01,5,Inexpensive and functional,"For the money, a great Android like tablet that works"
Pogo,5,Easy to set up,I bought 6 of these 4 for my children & 1 for me and my husband. Very easy to set up and for the money they are the best buy in tablets. My kids use them to do their homework as well as play games; great parent control options.
SKINNI,5,Great budget tablet,Great for an inexpensive tablet for around the house.
Clarkdogg1,4,For the $ great tablet,"For the price you can't beat it , bought 4 as stocking stuffers 2 years ago, besides the one that went swimming in the bath all are still working as should"
MGreaux1990,3,Great for reading audio books & social media,"I use this Amazon Kindle for Web browsing & social media. Convenient for traveling, but camera sucks so use your phone for pictures."
Quincey,5,Good device,Good for reading and surfing on the web good for games.
MsJen,5,Great Product,"Got this on Black Friday and wasn't I would use it much but I do, excellent value, easy to use."
Jenn,5,A gift,I have this tablet and loved it so much I gave one as a gift. Battery life is long.
ginni,5,Great product,"great product, we are loving it, highly recommended"
West352,5,It great,Wish I didn't have to sign on with a card but great product
carrollwr4,5,For what it does you can't beat the price,"I purchased this simply for reading kindle books. I was able to get it with a reward certificate for $40. It's biggest issue is glare, more so in the sunlight. I bought an anti-glare screen protector and it made a huge difference, but it is still difficult to read in the sun. I'm still very happy with the product."
grimlin21,5,5 stars,Great tablet. Very reliable. Only problem was the ads. But they didn't bother me too much. Overall a great buy.
TG65,5,Great for the price.,Good for reading novels.Also watching diy videos.
SomeGuy,4,GoodTablet,I bought for my son to play with. He enjoys it a lot.
DivaX,4,Great for the price,Great product especially for the price! It exceeds my expectations and then some.
Lynn,5,Great,"Awesome and very cheap, but would recommend!!! Awwwwwwww"
Happyhappy2b,5,Great kindle fire,Enjoy portability of this product. Great price too.
Frogborn,4,Perfect for my wife for her games,Perfect for my wife for her games; keeps them off her phone and much easier to work with ....
Kathy,5,Easy to use.,This device was easy to use. It was as it was described.
AtrixHDUser,4,Great product for an Amazon user.,"Great tablet for the price if you are a user of Amazon's services. Plays movies, videos , music from Amazon's Prime service great. If you don't use these, it is an OK android tablet. Does not support the Google Play Store directly but can be sideloaded. Not a great experience tho."
Wolfman,5,Great product.,We got this for our daughter before an overseas trip. She got a few books and loved it. It has worked well for her.
GMunny,4,Great tablet for kids,"Bought this kindle mainly for my kids. There are plenty of games that my kids, and I, enjoy playing. Having the expandable memory slot was one of the reasons I purchased this model. Happy with my purchase....we have three of this model."
Rep1647,4,Good Buy,Its very good tablet for the price. I have owned previous versions
Stacy,5,Gift for my mom,I got it because it's my mom's favorite color. It's got some powerful speakers. I can hear her on it from two rooms away
Gary1982,4,New fire tablet works well so far !,Mostly use the Fire on the bus ride to/from work for You-tube/g-mail and Face-booking and it functions very well for thise uses and constanrly keeps up with the wi-fi when i switch buses Sometimes I have to reconnnet but mostly not ! I have to charge mine about once a week and usually give it a top-off of juice over the weekend. Battery life might be an issue if I ran mine more intensly but works for me. Does alot of stuff I've really only scratched the surface of what it can do.
Dayday,5,Convenient for every day use,My son loves his tablet it keeps him occupied and well behaved
BigDog65,5,Great Tablet,"My grand daughter loves it, hasn't put it down since we bought it from her. Clear picture, runs great, she loves to watch videos and play music."
Josasfire,4,Kindle fires are great products,I love the kindles fires and all Amazon echos have bought for other family members highly recommend
Superman0814,4,Good tablet for kids or non techies,Great tablet that can be used for kiddos and those not great with technology.
alex,5,great tablet,Happy i used for play games is ver y fast At camera
Cindy,5,Awesome book reader,Easy to use and download books. Great for beginners who never used digital book readers. I love it!
Mruizgalindo,4,Great design,It's a good tablet for the price although battery is not the best
Meowkins007,4,Can't beat the price!,"I was looking for a tablet that I could download movies on for my toddler to watch on long car rides. This Kindle Fire has great parental settings so I don't have to worry about my child accidentally buying things or seeing inappropriate content. This runs much cleaner and faster than older generation Fires. I was a little taken back by the size since I have a much bigger one, but It'll work out great for what I wanted it for. I did notice I have 2 burnt out pixels, but they don't bother me enough to return or exchange."
Brandy,5,Love it it's awesome,I got this for a friend an was very pleased. The fire tablet is awesome. It dose everything the kindle fire dose.
Bbbb,3,Pretty good,"Tablet itself is good, I mostly use it to read on the go. However, this tablet only works with Amazon approved apps. As long as you don't mind it, this is a good choice. Get it on sale for a better price"
Lori,5,"Great tablet for reading , Internet, light weigh",Light weight easy to take with u . From reading to Facebook for all your little needs
PleasedCustomer,4,Great price!,Good entry level reader that is easy to use. The resolution is great for that page turning novel. Has lots of other bonuses too.
Trish83,4,Good tablet for younger kids,"The Amazon Fire tablet its self I give a 4, I thought it had the Google Play Store on it and the kids couldn't find the games & stuff they wanted But my youngest loves it! Walking him through the whole process ( after the other kids tried it out I did a system restore back to factory settings) I liked it and so did my son! So all in all I think 4 Fits well!"
Peru,5,"Great, compact","Excellent for travel, games, email, small enough to carry"
Firewalker,5,"Better than I expected! Music, Movies plus books!",so much better than my 3 year Fire for versatility.
AMG2,4,Works well,Our first one was defective but was replaced by Amazon. Our replacement works great.
Kawapipiq,1,SLOW,"I got mine for a month, and I mainly use it to read PDF documents from SD card or OneDrive. The tablet is nothing like the reviews said. It FREEZES up every time I press ""Home"" or go to the next page or even to close out. When I go on the internet, some pages do not load fully. 9/10 times only the 1st half of the page was loaded. I am very disappointed."
dvdmrrs2,4,"It's a cheap tablet, does the job","Fire , it does the job I wanted it to and that is to entertain my kid and myself. Nothing fancy and it does have it's quirks and bugs. Sometimes can be frustrating on response time with touch screen and loading."
Steve,5,great product,got this as a gift for the wife. she loves it and uses it a lot.
kira,5,Good quality for a tablet,Amazon fire is perfect for kids and other teens. Its not that expensive compared to ipad while the quality of product is pretty good.
Microsophie2,5,Works well,"My daughter is away at school, and she uses this inexpensive Amazon tablet, which she won't is should something happen to it, and it'll be easy to replace. It has all the functions she needs, though it doesn't support some apps, but it does support all the popular social media and has a decent camera. It's easy to use, big enough to read on, but it's not huge, and it's easy to hold, store and carry. My daughter enjoys the orange cover."
Scooby,5,Gift,Nephew loved to play games and listen to music. He never puts it down. Very good buy.
Jamie,3,"Good for the price, but space is an issue","For $50 this is a fine tablet, However I bought a 64gb SD card to expand the storage, however i have found that a majority of apps are not able to be saved to the external card , nor can they save data to it (for example Netflix). So be warned that you will run out of space and consider the one with the larger internal storage."
djhtechdad,5,Excellent with Prime,"The tablet is as you would expect at the price point, nothing too exciting in terms of the tech. But, add a Prime membership and this device really excels at giving you access to all the Prime perks and adds another voice control point for Alexa."
Robotjockey,5,Kids love it,"Bought this for my son, and he ises it all the time."
Enthusiast,5,Great,You can't beat this for the price. The Internet is fast and a good reader.
Jammin,5,Great tablet at a great price.,Love this tablet because it's durable and versatile. Glad they finally added a memory expansion slot. Highly recommend!
User182,5,Great overall tablet,"Simple to use, works very well, and at an unbeatable value for price."
Connie,5,Love this little tablet,"I bought this for my husband for Christmas. Got it for $33..couldn't beat the price. We found this was a greal alternative to pricier tablets and clunkier items such as laptops and Chromebooks, when all you wanted to to is check email or do surfing. Display is great, Definitely recommend"
wmagle,5,Kindle Fire,We bought this for our son and he loves it. He can read his books and also play games on it.
nuriamcb,5,"Absolutly great, i love these tablets","This is not the first time, I bought these tablet several times, because they work excellent, I sent one for my best friend and she love it, I like everything from this product."
wahoo,4,Amazon kindle fire,Good economic solution for a tablet to surf the web when neeeded.
Anonymous,5,Can't beat this for the price,"Purchased this for my niece for Christmas. She loves it. Great for the kids, or if you're not looking for anything specific. Lightweight, easy on the eyes. You don't mind spending that money especially for a kid that may break it...because they're kids."
Trek,4,Best tablet you can get for sub $50,"At sub $50, the kindle fire pretty much falls under disposable. That said it is a fantastic little tablet, good enough to do almost anything you would want to do.Only downside is the mono speaker, it is a little of an issue when listening to music over the speakers. If wearing headphones, the sound quality is ok and you get stereo."
football64,5,great ink packs,"The item that I needed was very good in value and easy to find in the store The cost was reasonable and exactly what I was looking for, which was what I needed for the new printer that I also purchased at Best Buy. thank you"
Greg,5,Great tablet,Great tablet! My fiancee uses it as an ereader for books she downloads from the library.
Poolman,4,Nice tablet,Very durable cover Takes the abuse that a 3 year old gives it
RegularSlightlyOldGuy,4,Fire 7 Inch 8 GB,"Bought this to replace a previous tablet that died. Popped in a 16 GB micro SD card to add memory. You need more, 8 GB is not much. This tablet throws plenty of marketing at you, but in exchange you get a lot of functionality for not much money (I paid 40 plus tax). If you like intense gaming, you'll be disappointed I think, its not super powerful. True it cannot run Android apps, but its an Amazon product, so there are lots of apps out there. For my light weight needs, it works well."
Bedo281,4,Great tablet for starters,Very compact and easy to use. I Just wish it had Google play store but amazon is still great.
Domss64,4,It's a great tablet but just too small!,It's nice to go out in the yard and check my online stuff but it's just too small.
kokirios77,5,Best tablet for beginner,I bought a tablet few months ago is very good quality I like it a lot for watching youtube videos and i bought 2 more tablets for a gift
bearbud,5,gift,Gave as a gift. Hope it is working as planned. Nice sale price.
AnnieM,5,Great tablet,"I actually bought this one for a friend as I already have one. She reads all the time, and I told her this is what she needed. I'm not even sure she has taken advantage of all the other options that come with it but she loves it for reading her books. She is an older lady so I help set it up for her and have not had to help her do anything else. She has been able to navigate thru it with no other help. Greatest gift I could have given her."
lady,5,great tablet,i am 61 years old and do not know a lot about tablets. i mainly play the games but it is great for that
kabuki07,5,Great device,My daughter loves it. She can make her videos and listen to her music.
Marlenaasmith,4,Great tablet for the price,"The first kindle I purchased only worked for a week. Thankfully, Best Buy did a full return. This one works like a charm! My kids love it!"
Eeld,4,Bought this as a gift,The person I bought this for loves it. She had another tablet that was actually more expensive but she couldn't load apps or anything to.
g3sun,4,Can't complain for $35,"Bought it on black friday sale. Use it as a ODB reader for car and reading books every once in a while, for $35 there's nothing wrong with it"
Luv2buy,4,Great for simple tablet,"I got this for my husband because he only uses a tablet to read and occasionally look up items he's interested in on the web. It has been perfect for the light use he puts it to. He doesn't have a lot of knowledge about using computers etc. and this allows him to read, play simple games and check out guns and other things he's interested in without having to learn how to use anything more complicated."
merr2,5,User friendly for a beginner,"I researched about tablets and based on my interests I choose the Amazon Fire 7 tablet and protector, I wanted reading and games mostly."
Lo2004,5,Great,Awesome for kids. Great for parents (peace and quiet) lol
Tchach,4,It's good for the price,This is good for the price battery is good quality of picture is ok
skygator,3,USE OF MY AMAZON FIRE TABLET,"I purchased my Amazon Fire to check my E-mails and play games on it. SinceI have been using it, I check my bank accounts, use for reading and getting answers for problems on the internet. I am a Happy Camper."
Bkbear14,5,Good tsblet,We bought this for the grandkids to use for school homework and it wotks very well. Easy for them to use.
Worthav,4,great price,at 49.00 it was the best price for a small touch panel
Bigdaddy,4,Bought these items for my nieces.,Great first computer for kids. Durable and easy to manipulate. Lots of fun and educational games for the kids.
Chas2017,5,Great Tablet for My usages !!!,"I have specific information that needs access to quickly, My Tablet has been Extremely proficient in helping me with my Requirements !"
JaimeLynne,5,This is a great device for the price!!!,You can't go wrong with this Kindle! It's a super price and a great Kindle! It's great for reading or surfing the net!
cademi,5,Good tablet for good price,"I purchased this tablet as a Christmas present when they were having a sale. It's a good, basic tablet that does everything you could want a tablet to do (especially for the price I paid)."
wa4tij,4,Great cheap tablet,"I don't really care about the built in Amazon apps. I use this tablet for Xfinity TV streaming and it works great. Since it's Amazon, I don't expect them to abandon updates like the cheap Chinese tablets. It's not speedy fast, but for the money it is hard to beat."
Grandma,5,Nice,"Have bought these for myself, grandkids and daughter. Nice size to put in purse and easy to take with you in car. Lots of uses for this."
TIGER,5,3 year old,My 3 yr old granddaughter loves this item! PERFECT
morganc4589,4,Ok but not great,"It is great for reading, but that's about it. There are ads that are quite annoying as well as the slow speed of the device."
Momma36,3,Fire tablet,"An OK product. Bought on Black Friday for $35, you get what you pay for. Runs slow at times, good for simple tasks."
Nah19,5,Great device for price,Love my kindle! Highly recommended to anyone that reads regularly or travels. We use it for reading on the go and even to access Netflix and email on a device larger than a cell phone but smaller than a computer.
Tash,5,Awesome!,"Great price, used for my 6 year old daughter on a 12hr drive from texas. kept her busy. used mostly for games."
Tash,5,Great price!,"On sale for my 3 year old and he loves it, mostly used for movies and games."
Shpalmitess,4,Fun Tablet - Great Price,"This is an inexpensive kindle that works great. It is a little slow loading which can be annoying, but I do love it - especially because of the price."
Tinat514,4,Nice Starter Tab,This is a great beginner tablet for a small children. Definitely recommend this starter tablet.
granddad2,5,good tablet for the price,give the tablets to my grandsons they love them and would buy them as gifts
jbird,5,great for carrying in purse and great price,"This was to replace an older fire tablet that was worn out.It was the right size for my wife to carry around,also it was much lower price than the original."
beau,1,"old model, no worky","can't connect to any router, hot spot. Returned and so did the sales clerk with theirs. enough said..."
Jlamar,3,It's okay,Works well for the purpose it was used for not fancy but good quality tablet
gdseric,4,Good,Not the greatest small tablet and Amazon does have it locked down pretty well but it functions.
JBGmom,5,Great tablet for Kids,We wanted an inexpensive tablet for our 8 year old and this one is perfect. He can use it to read books and play games and it was very affordable.
Adam1,1,Do Not Buy This Tablet,"I bought this tablet because it seemed worth it for the price. However, it only lasted 6 months before the battery died and was not chargeable, regardless of troubLeshooting and what cord or outlet I used.Best Buy said they couldn't do anything but said Amazon could help me since it should be under warranty. I escalated multiple times with Amazon and they refused to help me each time. So save your $49.99 and put it towards a good product."
mpheimlich,5,Great for kids,This was a very nice unit and easy to use for kids. Good value
Angel,4,Great for kids!,Got one for my nephew... very easy setup and has a ton of games to download!
uncleblue,4,excellent tablet for the price,its a great device I bought it for my great niece and she loves it
splatt116,5,Easy for a Senior,"I bought this for my elderly mother who had another tablet that broke. It was easy to set up. More importantly, it's easy for her to understand. I did have to create an Amazon account for her just so I could download her favorite apps. The only challenge I had was she uses Gmail for her email accounts. It took me a couple of tries to get her Gmail into the stock email app. So far, she is happy as a lark with her new tablet."
Billyt,5,Great little tablet,Can't go wrong at 40 to 50 bucks.I also have the 8 inch and prefer the 7 in the hand.I bought the eight for the extra ram 2gb instead of 1 but haven't seen any differences in the 7 or 8 while using it
Thomas,5,How could I go wrong?,"So here was my dilemma, I could buy a cheap tablet from a no name manufacturer and suffer lag time, battery problems, software problems and all the things the bad reviews said or I could buy(on sale) an Amazon Fire Tablet and get a great screen, great battery life, Alexa, wifi, access to my Amazon Prime goodies and an easy to us OS..hmmmm, which way should I go? Needless to say, thrilled with my Fire tablet, use it all the time and wondering why anyone needs to spend more when this thing does so much for so little."
nelly4dust,4,Great tablet,"I bought 3 of these tablets for my nieces and I was a little worried about the quality because they were cheap. The quality is great and my nieces love them for playing games, watching videos, movies etc. Turn out to be a great purchase."
pearlywhites36,4,great tablet for younger child,Great tablet if you have an amazon prime account. Not able to download some apps that are current. works better if you stay with in amazon.
Laaaaa,5,Fire tablet,This thing is pretty awesome. It's lighter and thinner than my previous one. I am a fan.
Jacob,5,Great tablet for kids,Bought 2 of these for my kids to have something to play with and watch movies on while traveling. Bought a couple kid proof cases online and they are good to go. Well worth the cheap black Friday price.
Dani84,5,The Kindle Fire is great,This was purchased for my 7 year old son & he LOVES it!! Perfect sixe for him
sancyn,4,nice price,It was great for my 73 year old mother.She uses it for the Bible.
Chocolate,5,Killer deal,I bought one specifically to play music videos in my car with the Bluetooth sinced to my stereo. It's awesome.
Couldntfindheadphones,4,Great for reading on the go and while eating,I really like this product. It's easier to read when I'm eating because I don't have to hold a book and turn the pages. Basically I have both hands to eat with and only need to tap the screen to turn the page. I will say though the battery seems to drain a lot faster when you are using the wifi and looking up books or just searching the web. That would be the only bad thing about it I would say. Other than that it is an awesome purchase
LAAF,5,Great for audio books,"I really wanted a ""value"" item to load & listen to audio books both while at home and on the road. This is PERFECT. So quick and easy to load books via an app or the free library app. Pleasantly surprised....such a great little ""reader'."
Brit,4,great for All ages,got it for my three year old and it's perfect for him
Sean,5,Great Device,"Great Device! Quick, easy to use and a great value!"
Rick,5,Great tablet for the price,"Yes it is heavy, bulky and the adds are annoying but for the price it is a great little tablet."
Gator,3,Nice price,I have bought multiple fire tablets and will continue too. I would advise to get the protection plan for any problems and we have had a few. The tablets work good for the most part but I would upgrade the memory to 16 if you are going to play a lot of games.
James,5,Great tablet,I bought this tablet for my 10 yo granddaughter and she loves it.
MusicalMama,5,Excellent for the price,Spending money on the cheaper one with ads is worth it. The ad only pops up when you first turn it on and that's it. Have not had any issues with it in the few weeks we've had it.
Bobwillie22,5,Great product for the money,My daughter wanted this product for herself. I got this unit based on the price and size.
Rtwistedmindz,5,Good tablet,Great easy to use tablet.... Grabbed it for my daughter and she cant get enough. Gets the job done ...
DarthJosef,3,Slow response,"Decent screen, kinda slow response on the touch screen."
Gary,4,Perfect gift,Got this gift for my girlfriend daughter and she loves it good deal thanks
theonlyrealmj,4,Great for the price,This is a great low end tablet and it is sold at an amazing price.
TypicalB18,3,Good Tablet for Basic Use and Kids,"I'd say for the price it was a decent Tablet it did what I needed it to do but the support I'd say through the App side was a bit rather weak which is the big downfall of this tablet. Amazon also does a lot of advertisements on the tablet for example the lock screen and multiple pages on your home screens which can be rather annoying and unremoveable. Otherwise I used it to watch videos, surf the web and use a few social media apps. Good for kids too both videos and games side. So I'd say in general for the price it's a decent tablet, but if you are looking to do more and have a smoother tablet you might want to pay more for something better."
Jessica,5,Great tablet for beginner,I purchased this as a gift for my parents. It's easy for them to maneuver.
Amanda,5,Gift,Bought this as a gift for someone but I haven't heard of any issues
Pierre,5,Great tablet,"I love these tablets I have two, I would definitely recommend they are light weight and hold a battery for a long time, great for emails , surfing the web or just shopping im gonna buy another for sure you should by this product"
Brooklynboy,5,Tablet,My daughter loves her tablet it works really good.
Gwapps,5,Very good brand,Reasonable price yet love it my kids loves itttttt
Jaybarr09,5,Great Tablet for Kids,I bought this tablet for my goddaughter and it was definitely a great buy! Kid friendly and she has all the books and games she's interested in as well.
Tiffys,5,Perfect!,My daughter loves to read so we thought that a Fire would be a great option for her. She loves it. They are getting smaller as time goes on for sure but still just as durable. Great gift!
Patty,5,Love this tablet,I use this tablet to read e-booksome and watch movies. The screen quality is great. The tablet is small enough to fit in my purse.
lissalove212,5,Great kid tablet,This is the perfect tablet for my 3 year old son. He loves it and it is easy for him to navigate. It is also easy for me to set up parental controls and give him access to certain apps.
lale,5,Great tablet,It's a really good tablet for kids my kids love them
Lijasmim,5,Great tablet,"I loved my tablet, it fits in my needs. It's fast and works perfectly for me."
AmandaJ3,3,Overall good except storage!,I use this tablet for my daughter and I could only download YouTube Kids. Wished I would have purchased the one with more storage.
MRJJ,5,Great tablet,This tablet is very easy to set up. It is very easy to use.
cricket,5,Perfect Reader,"I love my 7"" Fire Kindle...it's great when I go to appointments I can play some games or just read while I wait...light weight too not lugging around a bigger Reader..."
